6830.000000 0.170689
6840.000000 0.201935
6850.000000 0.233181
6860.000000 0.264427
6870.000000 0.295673
6880.000000 0.326919
6890.000000 0.358165
6900.000000 0.389411
6910.000000 0.420657
6920.000000 0.451903
6930.000000 0.483149
6940.000000 0.514395
6950.000000 0.559558
6960.000000 0.589807
6970.000000 0.599401
6980.000000 0.646038
6990.000000 0.664619
7000.000000 0.683199
7010.000000 0.701780
7020.000000 0.720360
7030.000000 0.738940
7040.000000 0.757521
7050.000000 0.776101
7060.000000 0.794682
7070.000000 0.813262
7080.000000 0.827204
7090.000000 0.842021
7100.000000 0.849196
7110.000000 0.856371
7120.000000 0.863546
7130.000000 0.870721
7140.000000 0.877896
7150.000000 0.885072
7160.000000 0.892247
7170.000000 0.899422
7180.000000 0.906597
7190.000000 0.913772
7200.000000 0.920947
7210.000000 0.928122
7220.000000 0.935297
7230.000000 0.942473
7240.000000 0.949648
7250.000000 0.956823
7260.000000 0.957118
7270.000000 0.963464
7280.000000 0.967833
7290.000000 0.959600
7300.000000 0.949861
7310.000000 0.942314
7320.000000 0.938331
7330.000000 0.934277
7340.000000 0.929495
7350.000000 0.923825
7360.000000 0.916847
7370.000000 0.913207
7380.000000 0.914929
7390.000000 0.916847
7400.000000 0.925842
7410.000000 0.933480
7420.000000 0.940479
7430.000000 0.947610
7440.000000 0.954808
7450.000000 0.962299
7460.000000 0.968316
7470.000000 0.973460
7480.000000 0.977205
7490.000000 0.977215
7500.000000 0.977225
7510.000000 0.974492
7520.000000 0.971507
7530.000000 0.965839
7540.000000 0.960918
7550.000000 0.959929
7560.000000 0.959133
7570.000000 0.959143
7580.000000 0.959153
7590.000000 0.959163
7600.000000 0.959375
7610.000000 0.960716
7620.000000 0.962057
7630.000000 0.963756
7640.000000 0.968045
7650.000000 0.972334
7660.000000 0.977931
7670.000000 0.981118
7680.000000 0.980379
7690.000000 0.979640
7700.000000 0.976553
7710.000000 0.972569
7720.000000 0.967180
7730.000000 0.961200
7740.000000 0.955235
7750.000000 0.950752
7760.000000 0.945276
7770.000000 0.939567
7780.000000 0.934442
7790.000000 0.929317
7800.000000 0.931036
7810.000000 0.933043
7820.000000 0.936551
7830.000000 0.940960
7840.000000 0.947709
7850.000000 0.954458
7860.000000 0.961208
7870.000000 0.967957
7880.000000 0.974706
7890.000000 0.975521
7900.000000 0.980856
7910.000000 0.981673
7920.000000 0.981683
7930.000000 0.981693
7940.000000 0.978242
7950.000000 0.971063
7960.000000 0.963646
7970.000000 0.955492
7980.000000 0.946829
7990.000000 0.940849
8000.000000 0.933734
8010.000000 0.925025
8020.000000 0.915095
8030.000000 0.913108
8040.000000 0.911471
8050.000000 0.917472
8060.000000 0.923472
8070.000000 0.929473
8080.000000 0.935473
8090.000000 0.941474
8100.000000 0.947475
8110.000000 0.953475
8120.000000 0.959476
8130.000000 0.965476
8140.000000 0.971477
8150.000000 0.928379
8160.000000 0.929656
8170.000000 0.930934
8180.000000 0.932211
8190.000000 0.933488
8200.000000 0.934766
8210.000000 0.936043
8220.000000 0.937320
8230.000000 0.938597
8240.000000 0.939875
8250.000000 0.941152
8260.000000 0.942429
8270.000000 0.943707
8280.000000 0.944984
8290.000000 0.946261
8300.000000 0.947539
8310.000000 0.948816
8320.000000 0.950093
8330.000000 0.951370
8340.000000 0.952648
8350.000000 0.953925
8360.000000 0.955202
8370.000000 0.956480
8380.000000 0.957757
8390.000000 0.959034
8400.000000 0.960311
8410.000000 0.961589
8420.000000 0.963102
8430.000000 0.962308
8440.000000 0.956198
8450.000000 0.948130
8460.000000 0.942150
8470.000000 0.935492
8480.000000 0.927115
8490.000000 0.912994
8500.000000 0.897806
8510.000000 0.882262
8520.000000 0.866014
8530.000000 0.850105
8540.000000 0.835290
8550.000000 0.810874
8560.000000 0.800573
8570.000000 0.791186
8580.000000 0.782638
8590.000000 0.774090
8600.000000 0.761071
8610.000000 0.738928
8620.000000 0.728168
8630.000000 0.711961
8640.000000 0.672519
8650.000000 0.631161
8660.000000 0.593373
8670.000000 0.489246
8680.000000 0.445104
8690.000000 0.341461
8700.000000 0.248488
8710.000000 0.178832
8720.000000 0.130596
8730.000000 0.090750
8740.000000 0.078779
8750.000000 0.060085
8760.000000 0.032832
8770.000000 0.027457
8780.000000 0.022332
8790.000000 0.018562
8800.000000 0.015577
8810.000000 0.013612
8820.000000 0.012290
8830.000000 0.010969
8840.000000 0.009789
